user_pseudo_id,day_0
13060A2CAD064666DA59EFF40E689879,2018-09-26
E1D71402D17F86EEACE8A454C3D63273,2018-07-27
F56F4937968C86D08AB62ECF80874854,2018-07-27
23A385FFD794B70BEAC80DEC78A4D6D9,2018-07-27
4F70EA69650ED28EA2C5882DA2F9787D,2018-07-27
95E8B558A75B1E45E41823B9D6076657,2018-07-27
56638C161E53327DFF2A4C3001968B70,2018-07-27
79CBBAD72D7C329C02DB68E6B652D0C6,2018-07-27
F03F43E2B51C7E59E3AABB0D224B8B65,2018-07-27
6B743763D2790D33F26AFB5618307222,2018-09-03
449CDABB9CC11226F694F8EF85F20A13,2018-09-03
FC5E83BF257B65C006DC42CEB455D736,2018-09-12
EE62FE8C8A0B9001F267B02113671D91,2018-09-12
F0AAB28D7E512FC0BCE9B7CF66EFD485,2018-07-31
ECADFA71FE3294E3B0CD6ADF542A4A06,2018-07-31
1290BCB61140CAF8CE8A5E8FFBEF16B2,2018-07-31
C5D3E8CBDDB09A397F8E6A626106FBC5,2018-07-31
FA1CBA7312F0DDF83E2EE1573E400043,2018-07-31
28BAFBF9921B80B84EF45326F2CF9746,2018-07-31
7C043A9A326B396E87DD9E194A826424,2018-08-13
0933522010A193EA281A11FE304BB24A,2018-08-13
30C76AC59D65D735021375761B51D0A5,2018-08-13
C021984971708350A5394E695922BF35,2018-08-13
7814B0C31DD814CFAD6DA4E2B4C4EEDB,2018-08-13
8FEAB3AAF7434731E003747C511F06DE,2018-09-06
EF6D6B0B8836E4B95ED7D8FCBAF0BF6C,2018-09-06
9434EE4CFDFE0F5BCFE40126A569F3BB,2018-09-06
58870D4568AC2C4018EEFB6DC4C482B1,2018-09-06
00353D3418DD0707FE0A80A59FBD5705,2018-09-11
F37788083CD17FEF93F66A5A8CFA9BCD,2018-09-11
41B8B6917AC3C354AC6A10CDC715FDDB,2018-09-11
289290E298ED08B95B10DE971359B101,2018-09-11
B79FEE3597E3C4A3B5A38FE33B684341,2018-09-11
C5558CE95739F785A76DDC61DF770201,2018-09-11
92400633510BB9E545007254608CF161,2018-09-11
293D015E843E8184B56AC8E925A04D10,2018-09-11
9496AD6B59EE0559E6A55424D484E6DB,2018-07-06
5DF3A5A1AF28F03AE1622D1F7537C31A,2018-07-06
240EB5AB4F4B15279CE604262740F6D9,2018-06-22
DCD0A39C7272361599F443C651586B01,2018-06-22
7BCB79558EC50E9F62A905FB5136B552,2018-06-22
DB2D229B4C1CFEB482AA72E9F4039449,2018-06-22
